,locus_tag,product
1375,AFUA_5G07190,Beta-glucosidase I
1376,AFUA_5G07210,Homoserine O-acetyltransferase
1377,AFUA_5G07290,NADPH-dependent diflavin oxidoreductase 1
1378,AFUA_5G07300,Electron transfer flavoprotein subunit beta
1379,AFUA_5G07340,Protein PSI1
1380,AFUA_5G07360,Copper amine oxidase 1
1381,AFUA_5G07370,CCR4-NOT transcription complex subunit 7
1382,AFUA_5G07380,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3
1383,AFUA_5G07440,GTPase-activating protein GYP2
1384,AFUA_5G07470,"Peroxisomal 2,4-dienoyl-CoA reductase SPS19 [(3E)-enoyl-CoA-producing]"
1385,AFUA_5G07720,Pre-mRNA-splicing factor CWC24
1386,AFUA_5G07750,"Ferrochelatase, mitochondrial"
1387,AFUA_5G07780,Squalene epoxidase ERG1
1388,AFUA_5G07930,AP-2 complex subunit mu
1389,AFUA_5G08050,Xaa-Pro aminopeptidase P
1390,AFUA_5G08090,Pyridoxal 5'-phosphate synthase subunit PDX1
1391,AFUA_5G08120,"Arginine biosynthesis bifunctional protein ArgJ, mitochondrial"
1392,AFUA_5G08130,Protein transport protein SEC61 subunit alpha
1393,AFUA_5G08210,Dolichyl-phosphate beta-glucosyltransferase
1394,AFUA_5G08240,ADP-ribose pyrophosphatase
1395,AFUA_5G08300,Alpha-actinin-like protein 1
1396,AFUA_5G08350,Small ribosomal subunit protein bS16m
1397,AFUA_5G08360,NAD(P)H-hydrate epimerase
1398,AFUA_5G08530,SVP1-like protein 2
1399,AFUA_5G08540,Septin homolog SPN3
1400,AFUA_5G08550,Rho1 guanine nucleotide exchange factor 1
1401,AFUA_5G08560,V-type proton ATPase subunit c'
1402,AFUA_5G08570,cAMP-dependent protein kinase catalytic subunit
1403,AFUA_5G08600,Serine O-succinyltransferase
1404,AFUA_5G08610,tRNA threonylcarbamoyladenosine dehydratase
1405,AFUA_5G08670,Phosphatidylinositol 3-kinase VPS34
1406,AFUA_5G08690,Pre-mRNA-splicing factor ISY1
1407,AFUA_5G08700,Myosin type-2 heavy chain
1408,AFUA_5G08890,"Homoaconitase, mitochondrial"
1409,AFUA_5G08910,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial"
1410,AFUA_5G08930,"Isovaleryl-CoA dehydrogenase, mitochondrial"
1411,AFUA_5G08940,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial"
1412,AFUA_5G08950,RAS small monomeric GTPase Rsr1
1413,AFUA_5G08965,Mitochondrial protein PET191
1414,AFUA_5G08980,NADH-ubiquinone oxidoreductase 9.5 kDa subunit
1415,AFUA_5G09060,Pre-mRNA-splicing factor 38
1416,AFUA_5G09080,SAGA complex subunit SPT8
1417,AFUA_5G09100,MAP kinase MpkC
1418,AFUA_5G09200,Ubiquitin-conjugating enzyme E2 R1
1419,AFUA_5G09210,Alkaline protease 2
1420,AFUA_5G09230,Transaldolase
1421,AFUA_5G09240,Superoxide dismutase [Cu-Zn]
1422,AFUA_5G09250,Staphylococcal nuclease domain-containing protein 1
1423,AFUA_5G09310,Protein lifeguard 4
1424,AFUA_5G09360,Calcineurin catalytic subunit CnaA
1425,AFUA_5G09610,Cysteine--tRNA ligase
1426,AFUA_5G09620,tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61
1427,AFUA_5G09650,GTP-binding protein Gtr1
1428,AFUA_5G09660,AP-1 complex subunit mu
1429,AFUA_5G09680,Succinate dehydrogenase cytochrome b560 subunit
1430,AFUA_5G09840,D-xylulose kinase
1431,AFUA_5G09860,S-formylglutathione hydrolase
1432,AFUA_5G10370,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial"
1433,AFUA_5G10480,Adenylyltransferase and sulfurtransferase UBA4
1434,AFUA_5G10540,"1,4-alpha-glucan-branching enzyme"
1435,AFUA_5G10550,"ATP synthase subunit beta, mitochondrial"
1436,AFUA_5G10560,"Cytochrome c oxidase subunit 5, mitochondrial"
1437,AFUA_5G10610,"Cytochrome b-c1 complex subunit Rieske, mitochondrial"
1438,AFUA_5G10640,"Tyrosine--tRNA ligase, cytoplasmic"
1439,AFUA_5G10750,Small ribosomal subunit protein uS12m
1440,AFUA_5G10760,"Alpha-1,2-mannosyltransferase 1"
1441,AFUA_5G10780,UDP-glucose 4-epimerase
1442,AFUA_5G10830,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22
1443,AFUA_5G10890,DNA replication licensing factor MCM6
1444,AFUA_5G11000,U2 small nuclear ribonucleoprotein A'
1445,AFUA_5G11040,Pantoate--beta-alanine ligase
1446,AFUA_5G11050,ATP-dependent RNA helicase DBP7
1447,AFUA_5G11120,"DNA-directed RNA polymerases I, II, and III subunit RPABC3"
1448,AFUA_5G11230,RAS small monomeric GTPase RasA
1449,AFUA_5G11240,NADP-dependent 3-hydroxy acid dehydrogenase
1450,AFUA_5G11360,AP-3 complex subunit beta
1451,AFUA_5G11370,Ser/Thr protein phosphatase
1452,AFUA_5G11380,Rho GDP-dissociation inhibitor
1453,AFUA_5G11430,Quinone oxidoreductase
1454,AFUA_5G11520,Serine/threonine-protein kinase Nrc-2
1455,AFUA_5G11540,Small ribosomal subunit protein uS5m
1456,AFUA_5G11550,tRNA (uracil(54)-C(5))-methyltransferase
1457,AFUA_5G11560,Actin-related protein 3
1458,AFUA_5G11580,General transcription and DNA repair factor IIH subunit TFB4
1459,AFUA_5G11620,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43
1460,AFUA_5G11660,Autophagy-related protein 18
1461,AFUA_5G11700,DNA mismatch repair protein MLH1
1462,AFUA_5G11720,26S proteasome regulatory subunit RPN1
1463,AFUA_5G11730,Serine/threonine-protein kinase RIO2
1464,AFUA_5G11740,Large ribosomal subunit protein uL23m
1465,AFUA_5G11750,"Lon protease homolog 2, peroxisomal"
1466,AFUA_5G11760,Porphobilinogen deaminase
1467,AFUA_5G11810,"Dynein heavy chain, cytoplasmic"
1468,AFUA_5G11820,Ceramide-binding protein SVF1
1469,AFUA_5G11830,Large ribosomal subunit protein uL11m
1470,AFUA_5G11910,Pre-mRNA-splicing factor SYF1
1471,AFUA_5G11920,V-type proton ATPase subunit D
1472,AFUA_5G11930,U1 small nuclear ribonucleoprotein USP102
1473,AFUA_5G11970,Protein kinase c
1474,AFUA_5G11990,"Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase"
1475,AFUA_5G12010,Serine/threonine-protein phosphatase 4 catalytic subunit
1476,AFUA_5G12100,AdoMet-dependent rRNA methyltransferase SPB1
1477,AFUA_5G12130,Ypt/Rab-type GTPase Rab7
1478,AFUA_5G12160,"Alpha-1,2-mannosyltransferase Kre5"
1479,AFUA_5G12180,Ran-specific GTPase-activating protein 1
1480,AFUA_5G12190,Transcription initiation factor TFIID subunit 14
1481,AFUA_5G12210,G protein complex beta subunit SfaD
1482,AFUA_5G12260,Protein disulfide-isomerase TigA
1483,AFUA_5G12270,rRNA-processing protein EBP2
1484,AFUA_5G12310,tRNA pseudouridine synthase 4
1485,AFUA_5G12350,Ribonucleoside-diphosphate reductase small chain
1486,AFUA_5G12550,N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase
1487,AFUA_5G12570,U6 snRNA-associated Sm-like protein LSm3
1488,AFUA_5G12580,GTP-binding protein 1
1489,AFUA_5G12640,"DNA polymerase gamma, mitochondrial"
1490,AFUA_5G12680,Cullin-4
1491,AFUA_5G12690,Dihydroxyacetone kinase
1492,AFUA_5G12790,Small ribosomal subunit protein mS47
1493,AFUA_5G12800,Large ribosomal subunit protein uL4m
1494,AFUA_5G12840,Hydroxyacylglutathione hydrolase
1495,AFUA_5G12870,NAD(+) kinase
1496,AFUA_5G12880,Transport protein particle subunit TRS31
1497,AFUA_5G12910,Small nuclear ribonucleoprotein Sm D2
1498,AFUA_5G12940,Arylsulfatase
1499,AFUA_5G12990,5'-AMP-activated protein kinase subunit gamma
1500,AFUA_5G13000,CRAL/TRIO domain protein
1501,AFUA_5G13040,Translation initiation factor eIF2B subunit delta
1502,AFUA_5G13050,Kinesin family protein
1503,AFUA_5G13120,Protein-transporting protein BCP1
1504,AFUA_5G13130,Chorismate mutase
1505,AFUA_5G13180,Agmatinase 1
1506,AFUA_5G13210,"Alpha-1,3/1,6-mannosyltransferase ALG2"
1507,AFUA_5G13340,Protein phosphatase 2C homolog 1
1508,AFUA_5G13350,Peptidyl-prolyl cis-trans isomerase-like 2
1509,AFUA_5G13370,ATP-dependent DNA helicase PIF1
1510,AFUA_5G13392,Mitofusin FZO1
1511,AFUA_5G13410,DOA4-independent degradation protein 4
1512,AFUA_5G13450,Triosephosphate isomerase
1513,AFUA_5G13470,Large ribosomal subunit protein uL10
1514,AFUA_5G13480,U1 small nuclear ribonucleoprotein 70 kDa
1515,AFUA_5G13490,Large ribosomal subunit protein mL43
1516,AFUA_5G13510,Pre-mRNA-processing factor 19
1517,AFUA_5G13520,Ribosome assembly protein 1
1518,AFUA_5G13540,Vacuolar protein 8
1519,AFUA_5G13600,Vacuolar protein sorting-associated protein 16
1520,AFUA_5G13930,Translation machinery-associated protein 46
1521,AFUA_5G14060,Rho GTPase Rho4
1522,AFUA_5G14350,Delta(24(24(1)))-sterol reductase ERG4B
1523,AFUA_6G00300,Serine palmitoyltransferase 2
1524,AFUA_6G02070,Phospholipid-transporting ATPase DNF1
1525,AFUA_6G02090,V-type proton ATPase subunit E
1526,AFUA_6G02140,Peptidyl-prolyl cis-trans isomerase-like 1
1527,AFUA_6G02230,Glucokinase
1528,AFUA_6G02370,Actin-related protein 2/3 complex subunit 4
1529,AFUA_6G02380,Ubiquitin carboxyl-terminal hydrolase 6
1530,AFUA_6G02420,Ubiquitin-conjugating enzyme E2 13
1531,AFUA_6G02440,Large ribosomal subunit protein eL24
1532,AFUA_6G02450,Small ribosomal subunit protein eS30
1533,AFUA_6G02470,"Fumarate hydratase, mitochondrial"
1534,AFUA_6G02490,"Aspartate aminotransferase, cytoplasmic"
1535,AFUA_6G02510,Chitin biosynthesis protein CHS5
1536,AFUA_6G02520,Eukaryotic translation initiation factor 1A
1537,AFUA_6G02530,DNA repair protein RAD1
1538,AFUA_6G02600,"Sedoheptulose 1,7-bisphosphatase"
1539,AFUA_6G02630,ATP-dependent RNA helicase SUB2
1540,AFUA_6G02670,G2-specific protein kinase NimA
1541,AFUA_6G02750,Nascent polypeptide-associated complex subunit beta
1542,AFUA_6G02840,Serine/threonine-protein kinase DBF2
1543,AFUA_6G02860,"2-methylisocitrate lyase, mitochondrial"
1544,AFUA_6G02910,"Protein ARG5,6, mitochondrial"
1545,AFUA_6G02920,Synaptobrevin homolog 1
1546,AFUA_6G03540,"Malate synthase, glyoxysomal"
1547,AFUA_6G03580,[NU+] prion formation protein 1
1548,AFUA_6G03590,"2-methylcitrate synthase, mitochondrial"
1549,AFUA_6G03670,"Biotin synthase, mitochondrial"
1550,AFUA_6G03690,Sodium/potassium exporting P-type ATPase
1551,AFUA_6G03730,"2-methylcitrate dehydratase, mitochondrial"
1552,AFUA_6G03750,Amidophosphoribosyltransferase
1553,AFUA_6G03810,"ATP synthase subunit d, mitochondrial"
1554,AFUA_6G03820,Nascent polypeptide-associated complex subunit alpha
1555,AFUA_6G03830,Large ribosomal subunit protein eL14
1556,AFUA_6G03840,Protein transport protein YIF1
1557,AFUA_6G03850,Signal recognition particle receptor subunit alpha homolog
1558,AFUA_6G03890,Catalase A
1559,AFUA_6G03940,GTPase-activating protein GYP7
1560,AFUA_6G03950,Phospholipid-transporting ATPase NEO1
1561,AFUA_6G04010,Importin alpha re-exporter
1562,AFUA_6G04040,"3,2-trans-enoyl-CoA isomerase"
1563,AFUA_6G04050,Translation initiation factor eIF2 assembly protein
1564,AFUA_6G04150,Protein transport protein SEC22
1565,AFUA_6G04210,Mannosyl-oligosaccharide glucosidase
1566,AFUA_6G04260,Protein MAK16
1567,AFUA_6G04290,GPI ethanolamine phosphate transferase 3
1568,AFUA_6G04330,ATP-dependent RNA helicase DHR1
1569,AFUA_6G04380,"Atypical kinase COQ8, mitochondrial"
1570,AFUA_6G04420,Maintenance of mitochondrial morphology protein 1
1571,AFUA_6G04430,Acireductone dioxygenase
1572,AFUA_6G04440,Mitochondrial translation optimization protein 1
1573,AFUA_6G04460,Cardiolipin synthase (CMP-forming)
1574,AFUA_6G04510,tRNA N6-adenosine threonylcarbamoyltransferase
1575,AFUA_6G04540,Calcineurin subunit B
1576,AFUA_6G04560,Small ribosomal subunit protein uS9m
1577,AFUA_6G04570,Elongation factor 1-gamma
1578,AFUA_6G04610,DNA-directed RNA polymerases I and III subunit RPAC2
1579,AFUA_6G04620,NADH-ubiquinone oxidoreductase 14.8 kDa subunit
1580,AFUA_6G04630,60S ribosomal subunit assembly/export protein LOC1
1581,AFUA_6G04660,Histone H3-like centromeric protein CSE4
1582,AFUA_6G04670,Derlin-2
1583,AFUA_6G04700,imidazoleglycerol-phosphate dehydratase
1584,AFUA_6G04730,Bifunctional purine biosynthetic protein ADE1
1585,AFUA_6G04740,Actin
1586,AFUA_6G04750,Hsp70 nucleotide exchange factor FES1
1587,AFUA_6G04760,Vacuolar protein sorting-associated protein 68
1588,AFUA_6G04780,Vacuolar protein sorting-associated protein 55
1589,AFUA_6G04790,Proteasome subunit alpha type-6
1590,AFUA_6G04860,Lysophospholipid acyltransferase
1591,AFUA_6G04870,Vacuolar protein sorting-associated protein 45
1592,AFUA_6G04910,"Leucine--tRNA ligase, mitochondrial"
1593,AFUA_6G04920,Formate dehydrogenase
1594,AFUA_6G04970,Phosphoserine aminotransferase
1595,AFUA_6G05040,Replication factor C subunit 4
1596,AFUA_6G05060,Decapping nuclease RAI1
1597,AFUA_6G05080,CCR4-associated factor 16
1598,AFUA_6G05100,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase"
1599,AFUA_6G05110,Mitochondrial import receptor subunit TOM40
1600,AFUA_6G05120,Glycogen synthase kinase 1
1601,AFUA_6G05140,Delta(7)-sterol 5(6)-desaturase ERG3A
1602,AFUA_6G05150,General transcriptional corepressor TUP1
1603,AFUA_6G05174,Mitochondrial import receptor subunit TOM7
1604,AFUA_6G05180,Splicing factor 3B subunit 4
1605,AFUA_6G05200,Large ribosomal subunit protein eL28
1606,AFUA_6G05210,"Malate dehydrogenase, NAD-dependent"
1607,AFUA_6G05220,Trafficking protein particle complex subunit 6B
1608,AFUA_6G05300,Transcriptional activator HAP5
1609,AFUA_6G05320,Purine nucleoside phosphorylase
1610,AFUA_6G05330,Small ribosomal subunit protein uS10m
1611,AFUA_6G05340,"Tryptophan--tRNA ligase, mitochondrial"
1612,AFUA_6G06325,U6 snRNA-associated Sm-like protein LSm6
1613,AFUA_6G06330,Multifunctional methyltransferase subunit TRM112
1614,AFUA_6G06340,Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
1615,AFUA_6G06345,"6,7-dimethyl-8-ribityllumazine synthase"
1616,AFUA_6G06350,Proteasome subunit alpha type-3
1617,AFUA_6G06370,"Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial"
1618,AFUA_6G06380,18S rRNA (guanine(1575)-N(7))-methyltransferase
1619,AFUA_6G06420,Mitochondrial distribution and morphology protein 31
1620,AFUA_6G06430,Pre-rRNA-processing protein PNO1
1621,AFUA_6G06440,Proteasome subunit beta type-6
1622,AFUA_6G06450,Proteasome subunit beta type-7
1623,AFUA_6G06460,fumarylacetoacetate hydrolase family protein
1624,AFUA_6G06490,U2 small nuclear ribonucleoprotein B''
1625,AFUA_6G06500,Actin-related protein 2/3 complex subunit 1
1626,AFUA_6G06580,Phosphomannomutase
1627,AFUA_6G06620,Prenylated Rab acceptor 1
1628,AFUA_6G06740,Endoplasmic reticulum calcium ATPase SrcA
1629,AFUA_6G06750,14-3-3 family protein
1630,AFUA_6G06770,Enolase
1631,AFUA_6G06780,26S proteasome subunit RPT4
1632,AFUA_6G06790,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase"
1633,AFUA_6G06870,Casein kinase I homolog
1634,AFUA_6G06900,Rho GTPase Rho1
1635,AFUA_6G07120,Nuclear movement protein NudC
1636,AFUA_6G07150,tRNA N(3)-methylcytidine methyltransferase TRM140
1637,AFUA_6G07290,ER-derived vesicles protein ERV14
1638,AFUA_6G07300,Pre-mRNA-processing factor 17
1639,AFUA_6G07330,Methionine aminopeptidase 1
1640,AFUA_6G07340,Kynurenine 3-monooxygenase
1641,AFUA_6G07390,"Homoisocitrate dehydrogenase, mitochondrial"
1642,AFUA_6G07430,Pyruvate kinase
1643,AFUA_6G07520,Sphingolipid long chain base-responsive protein PIL1/LSP1
1644,AFUA_6G07540,T-complex protein 1 subunit epsilon
1645,AFUA_6G07620,GDP-mannose pyrophosphorylase A
1646,AFUA_6G07640,"Lysine--tRNA ligase, cytoplasmic"
1647,AFUA_6G07670,Heme A synthase COX15
1648,AFUA_6G07690,mRNA cap guanine-N(7) methyltransferase
1649,AFUA_6G07720,Phosphoenolpyruvate carboxykinase (ATP)
1650,AFUA_6G07760,26S proteasome regulatory subunit RPN7
1651,AFUA_6G07770,"Alanine aminotransferase, mitochondrial"
1652,AFUA_6G07840,Peptide methionine sulfoxide reductase
1653,AFUA_6G07860,Catabolite repression protein CreC
1654,AFUA_6G07870,Mitochondrial Rho GTPase 1
1655,AFUA_6G07880,SH3 domain-containing YSC84-like protein
1656,AFUA_6G07940,Lactoylglutathione lyase
1657,AFUA_6G07980,Cyclin-dependent kinase 1
1658,AFUA_6G08050,"6-phosphogluconate dehydrogenase, decarboxylating"
1659,AFUA_6G08220,Cullin-3
1660,AFUA_6G08290,ADP-ribosylation factor family protein
1661,AFUA_6G08300,DNA-directed RNA polymerase I subunit RPA2
1662,AFUA_6G08310,Proteasome subunit beta type-5
1663,AFUA_6G08320,Sphingolipid long chain base-responsive protein PIL1/LSP1
1664,AFUA_6G08360,Thiamine thiazole synthase
1665,AFUA_6G08370,Inositol phosphosphingolipids phospholipase C
1666,AFUA_6G08470,Glycerol kinase
1667,AFUA_6G08480,Aquaglyceroporin
1668,AFUA_6G08610,Trimethylguanosine synthase
1669,AFUA_6G08680,Serine/threonine-protein phosphatase 2A activator 1
1670,AFUA_6G08700,Beta-glucosidase F
1671,AFUA_6G08720,S-methyl-5'-thioadenosine phosphorylase
1672,AFUA_6G08750,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial"
1673,AFUA_6G08810,"NADH-ubiquinone oxidoreductase 30.4 kDa subunit, mitochondrial"
1674,AFUA_6G08830,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial"
1675,AFUA_6G08850,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial"
1676,AFUA_6G08870,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase
1677,AFUA_6G08880,Ubiquitin fusion degradation protein 4
1678,AFUA_6G08900,ATP-dependent RNA helicase MAK5
1679,AFUA_6G08910,tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase
1680,AFUA_6G08960,Proteasome subunit alpha type-3
1681,AFUA_6G09010,Protein LUC7
1682,AFUA_6G09020,GPI transamidase component GPI16
1683,AFUA_6G09060,Large ribosomal subunit protein uL6m
1684,AFUA_6G09070,"3'(2'),5'-bisphosphate nucleotidase"
1685,AFUA_6G09160,Ubiquitin-conjugating enzyme E2 8
1686,AFUA_6G09165,Ubiquitin-like protein ATG12
1687,AFUA_6G09170,3-methyl-2-oxobutanoate hydroxymethyltransferase
1688,AFUA_6G09190,Intermediate cleaving peptidase 55
1689,AFUA_6G09210,NAD-dependent protein deacylase SIR5
1690,AFUA_6G09810,Iron-sulfur cluster transfer protein NUBPL
1691,AFUA_6G10320,Ribosome assembly protein RRB1
1692,AFUA_6G10330,Protein TEM1
1693,AFUA_6G10460,Ceramide synthase LAG1
1694,AFUA_6G10470,Zinc finger chaperone ZPR1
1695,AFUA_6G10480,Peptidyl-prolyl cis-trans isomerase-like 3
1696,AFUA_6G10500,Queuosine 5'-phosphate N-glycosylase/hydrolase
1697,AFUA_6G10510,Ubiquitin-activating enzyme E1-like
1698,AFUA_6G10530,Elongin-C
1699,AFUA_6G10610,Ribose-5-phosphate isomerase
1700,AFUA_6G10620,Mitotic checkpoint protein BUB3
1701,AFUA_6G10630,GPN-loop GTPase 2
1702,AFUA_6G10650,ATP-citrate synthase subunit 1
1703,AFUA_6G10660,Probable ATP-citrate synthase subunit 2
1704,AFUA_6G10700,"10 kDa heat shock protein, mitochondrial"
1705,AFUA_6G10810,"Homogentisate 1,2-dioxygenase"
1706,AFUA_6G10830,Serine/threonine-protein phosphatase PP2A catalytic subunit
1707,AFUA_6G10965,Centromere protein S
1708,AFUA_6G10990,NADPH--cytochrome P450 reductase
1709,AFUA_6G11020,3-hydroxyisobutyrate dehydrogenase
1710,AFUA_6G11040,Flavin adenine dinucleotide synthase
1711,AFUA_6G11060,DnaJ domain protein
1712,AFUA_6G11070,ATP-dependent RNA helicase DBP4
1713,AFUA_6G11120,ATP-dependent RNA helicase DBP10
1714,AFUA_6G11160,Isopentenyl-diphosphate delta-isomerase
1715,AFUA_6G11260,Large ribosomal subunit protein uL24
1716,AFUA_6G11270,Vesicle-associated membrane protein 7
1717,AFUA_6G11310,Multifunctional protein PyrABCN
1718,AFUA_6G11380,Mitochondrial import receptor subunit TOM20
1719,AFUA_6G11390,"1,3-beta-glucanosyltransferase Gel2"
1720,AFUA_6G11410,Double-strand break repair protein MRE11
1721,AFUA_6G11470,TOR signaling pathway phosphatase SitA
1722,AFUA_6G11510,S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase
1723,AFUA_6G11910,Beta-glucosidase J
1724,AFUA_6G12170,FK506-binding protein 1A
1725,AFUA_6G12250,Succinyl-CoA:3-ketoacid coenzyme A transferase 1
1726,AFUA_6G12390,Serine palmitoyltransferase 1
1727,AFUA_6G12400,"1,3-beta-glucan synthase catalytic subunit FksP"
1728,AFUA_6G12410,"1,3-beta-glucanosyltransferase GAS1"
1729,AFUA_6G12490,BolA domain protein
1730,AFUA_6G12500,AhpC/TSA family protein
1731,AFUA_6G12540,E3 ubiquitin-protein ligase DBL4
1732,AFUA_6G12580,Anthranilate synthase component 1
1733,AFUA_6G12630,"Leucine--tRNA ligase, cytoplasmic"
1734,AFUA_6G12650,Splicing regulator SDE2
1735,AFUA_6G12660,Small ribosomal subunit protein eS10A
1736,AFUA_6G12680,Adenosine 5'-monophosphoramidase HNT1
1737,AFUA_6G12700,DASH complex subunit DAM1
1738,AFUA_6G12720,Small ribosomal subunit protein uS14
1739,AFUA_6G12770,26S proteasome regulatory subunit RPN9
1740,AFUA_6G12790,"NADH-ubiquinone oxidoreductase 40 kDa subunit, mitochondrial"
1741,AFUA_6G12820,MAP kinase MpkB
1742,AFUA_6G12830,Protein transport protein SEC24
1743,AFUA_6G12840,Kinesin family protein
1744,AFUA_6G12890,Vacuole morphology and inheritance protein 14
1745,AFUA_6G12910,DNA repair and recombination protein RAD54
1746,AFUA_6G12930,"Aconitate hydratase, mitochondrial"
1747,AFUA_6G12950,"Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 1"
1748,AFUA_6G12970,Nuclear migration protein NudF
1749,AFUA_6G12990,Large ribosomal subunit protein eL8B
1750,AFUA_6G13020,AP-3 complex subunit sigma
1751,AFUA_6G13030,Cell division control protein 4
1752,AFUA_6G13140,"3,4-dihydroxy-2-butanone 4-phosphate synthase"
1753,AFUA_6G13170,Ubiquitin-conjugating enzyme E2 C
1754,AFUA_6G13230,Omega-amidase NIT3
1755,AFUA_6G13250,Large ribosomal subunit protein eL31
1756,AFUA_6G13280,Fatty acid-binding protein
1757,AFUA_6G13300,GTP-binding nuclear protein Ran
1758,AFUA_6G13410,Pre-mRNA-splicing factor RSE1
1759,AFUA_6G13490,Glutamate decarboxylase
1760,AFUA_6G13520,Tryptophan synthase
1761,AFUA_6G13530,Ribosome maturation protein SDO1
1762,AFUA_6G13540,Carboxypeptidase Y homolog A
1763,AFUA_6G13550,Small ribosomal subunit protein uS13
1764,AFUA_6G13570,Heme-binding peroxidase
1765,AFUA_6G13590,3-isopropylmalate dehydrogenase
1766,AFUA_6G13650,Pro-apoptotic serine protease NMA111
1767,AFUA_6G13690,DNA topoisomerase 2
1768,AFUA_6G14130,Ubiquitin-conjugating enzyme E2 15
1769,AFUA_6G14180,Chitobiosyldiphosphodolichol beta-mannosyltransferase
1770,AFUA_6G14200,"Acetyl-CoA acetyltransferase ERG10A, mitochondrial"
1771,AFUA_6G14210,Ubiquitin-conjugating enzyme E2 2
1772,AFUA_6G14220,Kinesin heavy chain
1773,AFUA_6G14240,Calcium-binding protein NCS-1
1774,AFUA_6G14250,Transmembrane 9 superfamily member 1
1775,AFUA_6G14330,5-oxoprolinase
1776,AFUA_6G14490,Beta-glucosidase H
1777,AFUA_7G00250,Tubulin beta chain
1778,AFUA_7G00350,"Sulfide:quinone oxidoreductase, mitochondrial"
1779,AFUA_7G01030,Calcium-transporting ATPase 2
1780,AFUA_7G01220,Squalene synthase ERG9
1781,AFUA_7G01230,DnaJ domain protein
1782,AFUA_7G01270,DNA polymerase kappa
1783,AFUA_7G01300,GPI mannosyltransferase 1
1784,AFUA_7G01370,Thiosulfate sulfurtransferase TUM1
1785,AFUA_7G01380,Anaphase-promoting complex subunit 11
1786,AFUA_7G01420,Isoleucine--tRNA ligase
1787,AFUA_7G01460,Small ribosomal subunit protein uS5
1788,AFUA_7G01480,Eukaryotic translation initiation factor 4E
1789,AFUA_7G01520,BolA domain protein
1790,AFUA_7G01830,UTP--glucose-1-phosphate uridylyltransferase
1791,AFUA_7G01860,Heat shock protein STI1
1792,AFUA_7G01880,Nicotinate phosphoribosyltransferase
1793,AFUA_7G01910,Beta-catenin-like protein 1
1794,AFUA_7G01920,DNA-directed RNA polymerase II subunit RPB2
1795,AFUA_7G02020,V-type proton ATPase subunit G
1796,AFUA_7G02070,Apoptosis-inducing factor 1
1797,AFUA_7G02140,Small ribosomal subunit protein eS24
1798,AFUA_7G02170,Peptidyl-prolyl cis-trans isomerase-like 4
1799,AFUA_7G02180,UDP-N-acetylglucosamine pyrophosphorylase
1800,AFUA_7G02200,Meiotic recombination protein DMC1
1801,AFUA_7G02230,RNA-binding post-transcriptional regulator CSX1
1802,AFUA_7G02270,Trafficking protein particle complex subunit BET3
1803,AFUA_7G02280,Pre-mRNA-splicing factor CWC17
1804,AFUA_7G02290,ER degradation-enhancing alpha-mannosidase-like protein 1
1805,AFUA_7G02310,Adenine phosphoribosyltransferase
1806,AFUA_7G02340,Protein HMF1
1807,AFUA_7G02420,"NAD-dependent malic enzyme, mitochondrial"
1808,AFUA_7G02480,Oxysterol-binding protein homolog 1
1809,AFUA_7G02540,GTP-binding protein Ypt4
1810,AFUA_7G02550,Xylitol dehydrogenase A
1811,AFUA_7G02560,"D-lactate dehydrogenase [cytochrome], mitochondrial"
1812,AFUA_7G02620,"DNA-directed RNA polymerases I, II, and III subunit RPABC5"
1813,AFUA_7G03700,Diacylglycerol acyltransferase type 2A
1814,AFUA_7G03720,Serine/threonine-protein kinase KIN28
1815,AFUA_7G03740,Sterol 14-alpha demethylase Cyp51B
1816,AFUA_7G03750,DNA damage response protein kinase DUN1
1817,AFUA_7G03820,DNA repair protein RAD16
1818,AFUA_7G03860,DNA-directed RNA polymerase II subunit RPB11
1819,AFUA_7G03870,Actin cytoskeleton-regulatory complex protein PAN1
1820,AFUA_7G03940,"Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 106 kDa subunit"
1821,AFUA_7G03990,Uridylate kinase
1822,AFUA_7G04070,"Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited"
